Word,Length,Freq_HAL,Log_Freq_HAL,NPhon,NSyll,NMorph,POS
ejector,7,79,4.37,6,3,3,NN
ace,3,6967,8.85,2,1,1,NN
elaborate,9,4853,8.49,8,4,3,JJ
elaborated,10,378,5.93,10,5,4,VB
elaborately,11,94,4.54,10,5,4,RB
elaborates,10,102,4.62,9,4,4,VB
elaboration,11,390,5.97,9,5,4,NN
Elaine,6,2434,7.8,4,2,1,NN
Elaine's,8,147,4.99,5,2,NULL,NULL
elapse,6,117,4.76,5,2,1,VB
elapsed,7,1012,6.92,6,2,2,VB
elapses,7,22,3.09,7,3,2,VB
elastic,7,1656,7.41,7,3,1,JJ
elasticity,10,378,5.93,10,5,2,NN
elate,5,23,3.14,4,2,1,VB
dominates,9,786,6.67,8,3,3,VB
dominating,10,843,6.74,9,4,3,VB
domination,10,2899,7.97,8,4,3,NN
domineer,8,2,0.69,7,3,2,VB
domineering,11,167,5.12,9,4,3,VB
Dominic,7,957,6.86,7,3,1,NN
Dominican,9,978,6.89,9,4,2,NN|JJ
dominion,8,2164,7.68,8,3,2,NN
Dominique,9,1012,6.92,7,3,1,NN
domino,6,1228,7.11,6,3,1,NN
dominoes,8,207,5.33,7,3,2,NN
act,3,72216,11.19,3,1,1,NN|VB
Donald,6,10997,9.31,5,2,1,NN
donate,6,2954,7.99,5,2,2,VB
donated,7,2226,7.71,7,3,3,VB
donates,7,303,5.71,6,2,3,VB
donating,8,743,6.61,7,3,3,VB
donation,8,3223,8.08,6,3,3,NN
donations,9,4205,8.34,7,3,4,NN
Ada,3,15432,9.64,3,2,1,NN
donkey,6,2629,7.87,5,2,1,NN
Donna,5,5663,8.64,4,2,1,NN
donned,6,197,5.28,4,1,2,VB
donning,7,198,5.29,5,2,2,VB
donor,5,1698,7.44,4,2,2,NN
donors,6,1076,6.98,5,2,3,NN
don't,5,882900,13.69,4,1,2,encl
add,3,113856,11.64,2,1,1,VB
doodle,6,366,5.9,4,2,1,NN|VB
doodlebug,9,14,2.64,7,3,2,NN
ado,3,662,6.5,3,2,1,NN
doomed,6,3215,8.08,4,1,2,VB|JJ
dooms,5,152,5.02,4,1,2,VB
Doomsday,8,1001,6.91,6,2,1,NN
ads,3,26673,10.19,3,1,2,NN
doorbell,8,530,6.27,6,2,2,NN
doorframe,9,49,3.89,7,2,2,NN
doorhandle,10,6,1.79,8,3,2,NN
doorknob,8,184,5.21,6,2,2,NN
doorkeeper,10,22,3.09,7,3,3,NN
doorknocker,11,3,1.1,7,3,3,NN
doorman,7,161,5.08,6,2,2,NN
doormat,7,500,6.21,6,2,2,NN
doormen,7,25,3.22,6,2,2,NN
doornail,8,40,3.69,6,2,2,NN
doorplate,9,0,0,7,2,2,NN
doors,5,12441,9.43,4,1,2,NN
doorstep,8,843,6.74,7,2,2,NN
doorstop,8,121,4.8,7,2,2,NN
doorway,7,1657,7.41,5,2,2,NN
doorways,8,238,5.47,6,2,3,NN
aft,3,934,6.84,3,1,1,JJ|NN|RB
doped,5,212,5.36,4,1,2,JJ|VB
dopey,5,346,5.85,4,2,2,JJ
Doppler,7,724,6.58,5,2,1,NN
Doric,5,72,4.28,5,2,1,JJ
Doris,5,977,6.88,5,2,1,NN
age,3,66835,11.11,2,1,1,NN|VB
dormant,7,1022,6.93,7,2,2,JJ
dormitories,11,107,4.67,10,4,3,NN
dormitory,9,280,5.63,9,4,2,NN
Dorothy,7,2359,7.77,6,3,1,NN
dorsal,6,287,5.66,5,2,1,JJ
dosage,6,2028,7.61,5,2,2,NN
dosages,7,540,6.29,7,3,3,NN
ago,3,116095,11.66,3,2,1,RB
dosed,5,121,4.8,4,1,2,VB
doses,5,2475,7.81,5,2,2,NN|VB
dossier,7,481,6.18,5,3,1,NN
Dostoevsky,10,130,4.87,10,4,2,NN
Dostoevsky's,12,15,2.71,11,4,3,encl
aid,3,18556,9.83,2,1,1,NN|VB
doting,6,68,4.22,5,2,2,VB|JJ|NN
ail,3,233,5.45,2,1,1,VB
dotted,6,654,6.48,5,2,2,VB
dotting,7,41,3.71,5,2,2,VB|NN
dotty,5,114,4.74,4,2,2,JJ
double,6,42366,10.65,4,2,1,JJ|VB|NN|RB
doubled,7,3164,8.06,5,2,2,VB
doubles,7,2839,7.95,5,2,2,NN|VB
doublethink,11,54,3.99,9,3,NULL,NN
doubleheader,12,34,3.53,8,4,3,NN
doubling,8,2030,7.62,6,3,2,VB|NN
doubloon,8,16,2.77,6,2,1,NN
doubly,6,812,6.7,5,2,2,RB
doubt,5,48652,10.79,3,1,1,NN|VB
doubted,7,780,6.66,5,2,2,VB
doubter,7,150,5.01,4,2,2,NN
doubtful,8,1911,7.56,5,2,2,JJ
doubting,8,771,6.65,5,2,2,VB
doubtingly,10,0,0,7,3,3,RB
doubtless,9,921,6.83,6,2,2,RB
doubts,6,4662,8.45,4,1,2,NN|VB
douche,6,234,5.46,3,1,1,NN
aim,3,7900,8.97,2,1,1,NN|VB
dough,5,3391,8.13,2,1,1,NN
doughnut,8,484,6.18,5,2,2,NN
doughnuttery,12,0,0,NULL,NULL,NULL,NULL
doughy,6,44,3.78,3,2,2,JJ
air,3,81115,11.3,2,1,1,NN|VB
dourly,6,3,1.1,5,2,2,RB
douse,5,91,4.51,3,1,1,VB
doused,6,134,4.9,4,1,2,VB
ale,3,4919,8.5,2,1,1,NN
Dover,5,1437,7.27,4,2,1,NN
doves,5,389,5.96,4,1,2,NN
dovetail,8,149,5,6,2,2,VB|NN
dowager,7,47,3.85,5,2,1,NN
dowdy,5,253,5.53,4,2,1,JJ
dowel,5,262,5.57,4,1,1,NN
doweling,8,5,1.61,6,2,2,NN|VB|JJ
dower,5,105,4.65,3,1,1,NN
all,3,1699638,14.35,2,1,1,minor|RB
downbeat,8,181,5.2,6,2,2,JJ
downcast,8,116,4.75,7,2,2,JJ
downed,6,460,6.13,4,1,2,VB
downer,6,314,5.75,4,2,2,NN
downers,7,220,5.39,5,2,3,NN
downfall,8,994,6.9,6,2,2,NN
downgrade,9,391,5.97,7,2,2,NN|VB
downgraded,10,247,5.51,9,3,3,JJ|VB
downhill,8,2033,7.62,6,2,2,RB
downing,7,579,6.36,5,2,1,NN
downpayment,11,121,4.8,9,3,3,NN
downhearted,11,7,1.95,9,3,3,JJ
downpour,8,95,4.55,6,2,2,NN
downright,9,2274,7.73,6,2,2,RB|JJ
downs,5,1775,7.48,4,1,2,NN
downstage,9,15,2.71,7,2,NULL,RB|JJ|NN
downstair,9,4,1.39,7,2,2,NN
downstairs,10,1705,7.44,8,2,3,NN|RB|JJ
downstream,10,769,6.65,8,2,2,RB|JJ
downtalking,11,1,0,8,3,NULL,NULL
downtown,8,6886,8.84,6,2,2,NN|RB|JJ
downtrend,9,34,3.53,8,2,2,NN
downtrodden,11,276,5.62,8,3,3,JJ
downturn,8,215,5.37,6,2,2,NN
downward,8,2826,7.95,6,2,2,JJ
downwind,8,318,5.76,7,2,2,RB|JJ
downy,5,149,5,4,2,2,JJ
dowry,5,226,5.42,4,2,1,NN
dowse,5,38,3.64,3,1,1,VB
Alp,3,513,6.24,3,1,1,NN
dozed,5,131,4.88,4,1,2,VB
dozen,5,11561,9.36,4,2,1,NN
dozens,6,6226,8.74,5,2,2,NN
dozing,6,162,5.09,5,2,2,VB
amp,3,8909,9.09,3,1,1,NN
Draco,5,461,6.13,5,2,1,NN
Draconian,9,2085,7.64,9,3,1,JJ
draft,5,14141,9.56,5,1,1,NN|VB
drafted,7,1858,7.53,7,2,2,VB
draftee,7,39,3.66,6,2,2,NN
draftees,8,50,3.91,7,2,3,NN
drafters,8,123,4.81,7,2,3,NN
drafting,8,1997,7.6,7,2,2,VB|NN
drafts,6,1222,7.11,6,1,2,NN|VB
Amy,3,8061,8.99,3,2,1,NN
dragged,7,3284,8.1,5,1,2,VB
dragging,8,2809,7.94,6,2,2,VB|NN
dragnet,7,179,5.19,7,2,2,NN
dragon,6,29320,10.29,6,2,1,NN
dragonfly,9,1856,7.53,9,3,2,NN
dragons,7,5014,8.52,7,2,2,NN
drain,5,14860,9.61,4,1,1,NN|VB
drainage,8,613,6.42,6,2,2,NN
drained,7,1698,7.44,5,1,2,VB|JJ
draining,8,890,6.79,6,2,2,VB
drainpipe,9,27,3.3,7,2,2,NN
drains,6,1180,7.07,5,1,2,NN|VB
drake,5,6539,8.79,4,1,1,NN
and,3,10715411,16.19,3,1,1,minor
drama,5,4735,8.46,5,2,1,NN
dramas,6,526,6.27,6,2,2,NN
dramatic,8,5921,8.69,8,3,2,JJ
dramatical,10,9,2.2,10,4,NULL,NULL
dramatically,12,4480,8.41,10,4,3,RB
dramatics,9,50,3.91,9,3,3,NN
dramatist,9,55,4.01,9,3,2,NN
dramatists,10,55,4.01,10,3,3,NN
dramatize,9,87,4.47,8,3,2,VB
dramatization,13,69,4.23,11,5,3,NN
dramatizes,10,52,3.95,10,4,3,VB
dramatizing,11,50,3.91,10,4,3,VB|NN
drank,5,2224,7.71,5,1,1,VB
drape,5,197,5.28,4,1,1,NN|VB
draped,6,591,6.38,5,1,2,VB
draper,6,1063,6.97,5,2,2,NN
draperies,9,32,3.47,8,3,3,NN
drapers,7,9,2.2,6,2,3,NN
drapery,7,42,3.74,7,3,2,NN
drapes,6,180,5.19,5,1,2,NN|VB
drastic,7,1917,7.56,7,2,1,JJ
drastically,11,2304,7.74,9,3,2,RB
Ann,3,13837,9.54,2,1,1,NN
draught,7,329,5.8,5,1,1,NN
draughts,8,61,4.11,6,1,2,NN
draughty,8,6,1.79,6,2,2,JJ
ant,3,2773,7.93,3,1,1,NN
drawback,8,2044,7.62,6,2,2,NN
drawbridge,10,120,4.79,7,2,2,NN
drawer,6,2480,7.82,4,1,1,NN
drawers,7,877,6.78,5,1,2,NN
drawing,7,14502,9.58,5,2,2,VB|NN
drawings,8,4517,8.42,6,2,3,NN
drawl,5,116,4.75,4,1,1,NN|VB
drawled,7,24,3.18,5,1,2,VB
drawling,8,6,1.79,6,2,2,VB
drawn,5,11970,9.39,4,1,2,VB|NN|JJ
draws,5,4098,8.32,4,1,2,VB|NN
drawstring,10,104,4.64,8,2,NULL,NN
dread,5,2492,7.82,4,1,1,NN|VB
dreaded,7,1705,7.44,6,2,2,VB
dreadful,8,1353,7.21,6,2,2,JJ
dreadfully,10,296,5.69,7,3,3,RB
dreadnought,11,391,5.97,7,2,2,NN
dream,5,32423,10.39,4,1,1,NN|VB
dreamboat,9,44,3.78,7,2,2,NN
dreamed,7,2961,7.99,5,1,2,VB
dreamer,7,1283,7.16,5,2,2,NN
dreaming,8,5436,8.6,6,2,2,VB|NN
dreamland,9,261,5.56,8,2,2,NN
dreamless,9,38,3.64,7,2,2,JJ
dreamlessly,11,4,1.39,9,3,3,RB
dreamlike,9,81,4.39,7,2,2,JJ|RB
dreams,6,23464,10.06,5,1,2,NN|VB
dreamt,6,798,6.68,5,1,2,VB
dreamworld,10,79,4.37,8,2,2,NN
dreamy,6,561,6.33,5,2,2,JJ
dreariness,10,6,1.79,8,3,3,NN
dreary,6,408,6.01,5,2,2,JJ
dredge,6,298,5.7,4,1,1,VB|NN
dregs,5,310,5.74,5,1,2,NN|VB
drench,6,62,4.13,5,1,1,VB|NN
drenched,8,398,5.99,6,1,2,VB
dress,5,12384,9.42,4,1,1,NN|VB
dressed,7,6796,8.82,5,1,2,VB
dresser,7,874,6.77,5,2,2,NN
dressers,8,112,4.72,6,2,3,NN
dresses,7,2342,7.76,6,2,2,NN|VB
dressing,8,2884,7.97,6,2,2,NN|VB
dressings,9,116,4.75,7,2,3,NN
dressmaker,10,61,4.11,8,3,3,NN
dressy,6,58,4.06,5,2,2,JJ
any,3,1138564,13.95,3,2,1,minor|RB
dribble,7,799,6.68,5,2,1,NN|VB
dribbled,8,194,5.27,6,2,2,JJ|VB
dried,5,4283,8.36,4,1,2,VB
drier,5,339,5.83,4,1,2,NN|JJ
driers,6,24,3.18,5,1,3,NN
dries,5,769,6.65,4,1,2,VB
drift,5,3322,8.11,5,1,1,NN|VB
drifted,7,1115,7.02,7,2,2,VB
drifter,7,214,5.37,6,2,2,NN
drifting,8,935,6.84,7,2,2,VB|NN
drifts,6,321,5.77,6,1,2,NN|VB
driftwood,9,252,5.53,8,2,2,NN
drill,5,5862,8.68,4,1,1,NN|VB
drilled,7,1396,7.24,5,1,2,VB|JJ
drilling,8,1702,7.44,6,2,2,NN|VB
drills,6,894,6.8,5,1,2,NN|VB
drink,5,19872,9.9,5,1,1,VB|NN
drinkable,9,202,5.31,8,3,2,JJ
drinker,7,596,6.39,6,2,2,NN
drinkers,8,545,6.3,7,2,3,NN
drinkhouse,10,0,0,8,2,2,NN
drinking,8,10923,9.3,7,2,2,NN|VB
drinks,6,4940,8.51,6,1,2,NN|VB
ape,3,3850,8.26,2,1,1,NN|VB
dripped,7,425,6.05,5,1,2,VB
dripping,8,2100,7.65,6,2,2,VB
drips,5,496,6.21,5,1,2,NN|VB
drive,5,171708,12.05,4,1,1,NN|VB
drivel,6,2666,7.89,5,2,1,NN|VB
driven,6,10405,9.25,5,2,2,VB
driver,6,69007,11.14,5,2,2,NN
drivers,7,55262,10.92,6,2,3,NN
driver's,8,2234,7.71,6,2,3,encl
drives,6,43187,10.67,5,1,2,NN|VB
driveway,8,1147,7.04,6,2,2,NN
driveways,9,86,4.45,7,2,3,NN
driving,7,22383,10.02,6,2,2,VB|NN
drizzle,7,283,5.65,5,2,1,NN|VB
drizzling,9,19,2.94,7,3,2,VB|NN|JJ
drizzly,7,26,3.26,6,3,2,JJ
dromedary,9,22,3.09,9,4,1,NN|JJ
drone,5,868,6.77,4,1,1,NN
drones,6,735,6.6,5,1,2,NN
drool,5,1146,7.04,4,1,1,VB|NN
droop,5,118,4.77,4,1,1,VB|NN
drooped,7,89,4.49,5,1,2,VB
drooping,8,113,4.73,6,2,2,VB
apt,3,3778,8.24,3,1,1,JJ
dropkick,8,85,4.44,7,2,NULL,NULL
droplet,7,148,5,7,2,2,NN
droplets,8,419,6.04,8,2,3,NN
dropout,7,389,5.96,6,2,2,NN
dropouts,8,346,5.85,7,2,3,NN
dropped,7,19263,9.87,5,1,2,VB
dropper,7,176,5.17,5,2,2,NN
dropping,8,7289,8.89,6,2,2,VB|NN
droppings,9,346,5.85,7,2,3,NN
drops,5,7542,8.93,5,1,2,NN|VB
dropsy,6,32,3.47,6,2,1,NN
drought,7,1069,6.97,4,1,1,NN
droughts,8,154,5.04,5,1,2,NN
drove,5,6721,8.81,4,1,1,VB
droves,6,362,5.89,5,1,2,NN
drown,5,1415,7.25,4,1,1,VB
drowned,7,2176,7.69,5,1,2,VB
drowning,8,1439,7.27,6,2,2,VB
drowns,6,179,5.19,5,1,2,VB
drowse,6,7,1.95,4,1,1,VB
drowsed,7,0,0,5,1,2,VB
drowsily,8,10,2.3,7,3,3,RB
drowsing,8,9,2.2,6,2,2,VB
drowsy,6,207,5.33,5,2,2,JJ
drudge,6,2286,7.73,4,1,1,NN|VB
drudgery,8,152,5.02,7,3,2,NN
arc,3,7835,8.97,3,1,1,NN|VB
drugged,7,484,6.18,5,1,2,VB
drugging,8,90,4.5,6,2,2,VB|NN|JJ
druggist,8,26,3.26,7,2,2,NN
drugless,8,3,1.1,7,2,NULL,JJ
drugs,5,30191,10.32,5,1,2,NN|VB
drug's,6,129,4.86,5,1,2,encl
drugstore,9,337,5.82,8,2,2,NN
drugstores,10,90,4.5,9,2,3,NN
druid,5,9723,9.18,5,2,1,NN
are,3,2984459,14.91,2,1,1,VB
drumbeat,8,78,4.36,7,2,2,NN
drumfire,8,0,0,8,3,NULL,NN
drumhead,8,72,4.28,7,2,2,NN
drummed,7,177,5.18,5,1,2,VB
drummer,7,3855,8.26,5,2,2,NN
drummers,8,827,6.72,6,2,3,NN
drummer's,9,91,4.51,6,2,3,encl
drumming,8,828,6.72,6,2,2,VB
drums,5,6103,8.72,5,1,2,NN|VB
drumstick,9,77,4.34,8,2,2,NN
drunk,5,7265,8.89,5,1,1,JJ
drunkard,8,123,4.81,7,2,2,NN
drunkards,9,57,4.04,8,2,3,NN
drunkard's,10,6,1.79,8,2,3,encl
drunken,7,1583,7.37,7,2,2,JJ
drunkenly,9,70,4.25,9,3,3,RB
drunkenness,11,215,5.37,10,3,3,NN
drunker,7,38,3.64,6,2,2,JJ
drunks,6,471,6.15,6,1,2,NN
ark,3,2890,7.97,3,1,1,NN
dryad,5,243,5.49,5,2,1,NN
dryer,5,1153,7.05,4,1,2,NN|JJ
drying,6,1609,7.38,5,2,2,VB|NN
dryly,5,109,4.69,5,2,2,RB
dryness,7,257,5.55,6,2,2,NN
drywall,7,215,5.37,6,2,NULL,NULL
arm,3,20427,9.92,3,1,1,NN|VB
dualism,7,263,5.57,7,3,2,NN
dualities,9,52,3.95,8,4,3,NN
art,3,62513,11.04,3,1,1,NN
dubbed,6,2178,7.69,4,1,2,VB
dubious,7,2144,7.67,6,2,2,JJ
Dublin,6,3772,8.24,6,2,1,NN
ducat,5,65,4.17,5,2,1,NN
duchess,7,572,6.35,5,2,2,NN
ash,3,3594,8.19,2,1,1,NN
duckbill,8,14,2.64,6,2,2,NN
ducked,6,441,6.09,4,1,2,VB
ducking,7,653,6.48,5,2,2,VB
duckling,8,83,4.42,6,2,2,NN
ducks,5,2221,7.71,4,1,2,NN|VB
duckweed,8,26,3.26,6,2,2,NN
ducky,5,215,5.37,4,2,1,NN
ask,3,138493,11.84,3,1,1,VB
ductile,7,78,4.36,5,2,1,JJ
ducts,5,370,5.91,5,1,2,NN
ductwork,8,69,4.23,7,2,2,NN
asp,3,3660,8.21,3,1,1,NN
ass,3,29848,10.3,2,1,1,NN|VB
ate,3,7076,8.86,2,1,1,VB
awe,3,2711,7.91,1,1,1,NN|VB
awl,3,111,4.71,2,1,1,NN
dueling,7,246,5.51,6,2,2,VB|NN
dueller,7,1,0,5,2,2,NN
duellist,8,32,3.47,7,2,2,NN
duels,5,290,5.67,5,1,2,NN
axe,3,3070,8.03,3,1,1,NN|VB
duets,5,315,5.75,5,2,2,NN|VB
duffel,6,126,4.84,4,2,1,NN
aye,3,847,6.74,1,1,1,minor|NN
dugout,6,326,5.79,5,2,2,NN
disorganize,11,3,1.1,10,4,3,VB
disorganization,15,55,4.01,13,6,4,NN
disorganized,12,434,6.07,11,4,4,JJ
disorient,9,35,3.56,9,4,2,VB
disorientation,14,226,5.42,12,5,3,NN
disoriented,11,414,6.03,11,4,3,VB|JJ
disown,6,262,5.57,5,2,2,VB
disowned,8,211,5.35,6,2,3,VB
disparage,9,384,5.95,8,3,1,VB
disparagement,13,72,4.28,12,4,2,NN
disparate,9,678,6.52,8,3,1,JJ
disparities,11,291,5.67,10,4,4,NN
disparity,9,1007,6.91,9,4,3,NN
dispassionate,13,229,5.43,9,4,4,JJ
dispassionately,15,85,4.44,11,5,5,RB
dispatch,8,1578,7.36,6,2,2,NN|VB
dispatched,10,646,6.47,7,2,3,VB
dispatches,10,224,5.41,8,3,3,NN|VB
dispatching,11,352,5.86,8,3,3,VB
dispel,6,546,6.3,6,2,2,VB
dispelled,9,199,5.29,7,2,3,VB
dispensable,11,32,3.47,10,4,3,JJ
dispensary,10,41,3.71,10,4,3,NN
dispensation,12,344,5.84,10,4,3,NN
dispense,8,675,6.51,7,2,2,VB
dispensed,9,358,5.88,8,2,3,VB
dispenser,9,465,6.14,8,3,3,NN
dispensers,10,201,5.3,9,3,4,NN
dispensing,10,338,5.82,9,3,3,VB
dispersal,9,202,5.31,7,3,3,NN
disperse,8,548,6.31,6,2,2,VB
dispersed,9,819,6.71,7,2,3,VB
dispersement,12,14,2.64,NULL,NULL,NULL,NULL
dispersing,10,99,4.6,8,3,3,VB
dispersion,10,480,6.17,7,3,3,NN
dispirit,8,0,0,8,3,2,VB
displace,8,369,5.91,7,2,2,VB
displaced,9,1499,7.31,8,2,3,VB|JJ
displacement,12,1396,7.24,11,3,3,NN
displaces,9,153,5.03,9,3,3,VB
displacing,10,208,5.34,9,3,3,NN|VB
display,7,48971,10.8,6,2,1,NN|VB
displayed,9,10191,9.23,7,2,2,VB
displaying,10,4151,8.33,8,3,2,VB
displays,8,9779,9.19,7,2,2,NN|VB
displease,9,63,4.14,7,2,2,VB
displeased,10,323,5.78,8,2,3,VB|JJ
displeasing,11,58,4.06,9,3,3,JJ|VB
displeasure,11,740,6.61,8,3,3,NN
disposable,10,1559,7.35,9,4,3,JJ|NN
disposal,8,2560,7.85,7,3,3,NN
dispose,7,1413,7.25,6,2,2,VB
disposed,8,1084,6.99,7,2,3,VB
disposition,11,1291,7.16,9,4,3,NN
dispositions,12,186,5.23,10,4,4,NN
dispossess,10,13,2.56,8,3,2,VB
dispossessed,12,127,4.84,9,3,3,JJ|VB
dispossession,13,26,3.26,9,4,3,NN
disproportion,13,17,2.83,11,4,3,NN
disprove,8,1576,7.36,7,2,2,VB
disproving,10,243,5.49,9,3,3,VB|NN
disputable,10,113,4.73,10,4,3,JJ
disputant,9,4,1.39,10,3,3,NN|JJ
disputation,11,45,3.81,10,4,3,NN
dispute,7,6262,8.74,7,2,2,NN|VB
disputed,8,1794,7.49,9,3,3,VB
disputes,8,2210,7.7,8,2,3,NN|VB
disquiet,8,39,3.66,8,2,2,NN
disproportionate,16,614,6.42,13,5,4,JJ
disproportionately,18,462,6.14,15,6,5,RB
disqualified,12,923,6.83,11,4,3,VB|JJ
disqualify,10,473,6.16,10,4,2,VB
disqualification,16,463,6.14,14,6,3,NN
disquieting,11,118,4.77,10,3,3,JJ|VB
disregard,9,3236,8.08,9,3,2,NN|VB
disregarded,11,527,6.27,11,4,3,VB|JJ
disregarding,12,394,5.98,11,4,3,VB
disremember,11,17,2.83,10,4,2,VB
disrepair,9,93,4.53,8,3,3,NN
disreputable,12,249,5.52,12,5,4,JJ
disrepute,9,110,4.7,9,3,3,NN
disrespect,10,1251,7.13,10,3,2,NN
dissensions,11,31,3.43,8,3,4,NN
dissent,7,941,6.85,6,2,2,NN
dissented,9,33,3.5,8,3,3,VB
dissents,8,59,4.08,7,2,3,VB
dissidence,10,58,4.06,8,3,2,NN
disrespectful,13,457,6.12,12,4,3,JJ
disrobe,7,64,4.16,6,2,2,VB
disrupt,7,1328,7.19,7,2,2,VB
disrupted,9,710,6.57,9,3,3,VB|JJ
disrupting,10,3152,8.06,9,3,3,VB
disruption,10,1044,6.95,8,3,3,NN
disruptions,11,188,5.24,9,3,4,NN
disruptive,10,653,6.48,9,3,3,JJ
disrupts,8,213,5.36,8,2,3,VB
dissatisfaction,15,623,6.43,13,5,4,NN
dissatisfactions,16,5,1.61,14,5,5,NN
dissatisfied,12,958,6.86,11,4,4,JJ
dissatisfy,10,0,0,10,4,3,VB
dissect,7,283,5.65,6,2,2,VB
dissection,10,291,5.67,7,3,3,NN
dissemble,9,40,3.69,7,3,2,JJ
disseminate,11,936,6.84,9,4,3,VB
dissenter,9,38,3.64,7,3,3,NN
dissenters,10,206,5.33,8,3,4,NN
dissenting,10,493,6.2,8,3,3,JJ|VB
disseminated,12,557,6.32,11,5,4,VB
disseminating,13,427,6.06,11,5,4,VB
dissemination,13,2335,7.76,10,5,4,NN
dissension,10,213,5.36,7,3,3,NN
dissertation,12,1706,7.44,8,4,2,NN
disservice,10,724,6.58,8,3,3,NN
dissident,9,1232,7.12,8,3,2,JJ
dissimilar,10,432,6.07,8,4,3,JJ
dissimilarity,13,39,3.66,12,6,4,NN
dissimilitude,13,0,0,12,5,3,NN
dissipate,9,424,6.05,7,3,1,VB
dissipated,10,398,5.99,9,4,2,VB
dissipating,11,99,4.6,9,4,2,VB
dissimulation,13,6,1.79,11,5,4,NN
dissipation,11,493,6.2,8,4,2,NN
dissociate,10,154,5.04,8,4,3,VB
distaste,8,412,6.02,7,2,2,NN
disunite,8,0,0,8,3,3,VB
disunity,8,89,4.49,9,4,3,NN
dissociated,11,105,4.65,10,5,4,VB
dissolubility,13,0,0,13,6,3,NN
dissolute,9,27,3.3,7,3,2,JJ
dissolution,11,707,6.56,8,4,3,NN
dissociation,12,758,6.63,9,5,4,NN
dissolutions,12,12,2.48,9,4,4,NN
dissolve,8,1806,7.5,6,2,2,VB
dissolved,9,1647,7.41,7,2,3,VB|JJ
dissolving,10,485,6.18,8,3,3,VB
dissonance,10,358,5.88,8,3,2,NN
dissonances,11,21,3.04,10,4,3,NN
dissonant,9,148,5,8,3,2,JJ
dissuade,8,431,6.07,6,2,2,VB
dissuasion,10,6,1.79,7,3,3,NN
distal,6,117,4.76,5,2,1,JJ
distally,8,3,1.1,6,3,2,RB
distance,8,29802,10.3,6,2,2,NN|VB
distances,9,3254,8.09,8,3,3,NN|VB
distant,7,6078,8.71,6,2,2,JJ
distantly,9,161,5.08,8,3,3,RB
distasteful,11,892,6.79,9,3,3,JJ
distemper,9,165,5.11,8,3,1,NN
distend,7,10,2.3,7,2,2,VB
distension,10,21,3.04,8,3,3,NN
distil,6,4,1.39,6,2,1,VB
distillation,12,364,5.9,8,4,2,NN
distilled,9,828,6.72,7,2,2,VB|JJ
distiller,9,278,5.63,7,3,2,NN
distillers,10,55,4.01,8,3,3,NN
distillery,10,93,4.53,9,4,2,NN
distilling,10,124,4.82,8,3,2,VB
distinct,8,7191,8.88,8,2,1,JJ|NN
distinction,11,7805,8.96,9,3,2,NN
distinctions,12,1374,7.23,10,3,3,NN
distinctive,11,2171,7.68,10,3,2,JJ
distinctively,13,142,4.96,12,4,3,RB
distinctly,10,1558,7.35,10,3,2,RB
distinguishes,13,709,6.56,12,4,2,VB
distort,7,1351,7.21,7,2,2,VB
distortable,11,3,1.1,10,4,3,JJ
distinguish,11,5239,8.56,10,3,1,VB
distinguishable,15,383,5.95,13,5,2,JJ
distinguished,13,2580,7.86,11,3,2,VB|JJ
distinguishing,14,1254,7.13,12,4,2,VB
distorted,9,2652,7.88,9,3,3,VB|JJ
distortion,10,5399,8.59,8,3,3,NN
distortions,11,1146,7.04,9,3,4,NN
distract,8,1191,7.08,8,2,2,VB
distracted,10,1557,7.35,10,3,3,VB|JJ
distractedly,12,22,3.09,12,4,4,RB
distracting,11,991,6.9,10,3,3,VB
distraction,11,1297,7.17,9,3,3,NN
distractions,12,487,6.19,10,3,4,NN
distraught,10,370,5.91,7,2,1,JJ
distress,8,2032,7.62,7,2,1,NN|VB
distressed,10,660,6.49,8,2,2,JJ|VB
distresses,10,49,3.89,9,3,2,NN|VB
distressing,11,469,6.15,9,3,2,JJ|VB
disturbingly,12,139,4.93,10,4,4,RB
disunion,8,13,2.56,9,3,3,NN
distribute,10,13231,9.49,10,3,2,VB
distributed,11,28505,10.26,12,4,3,VB
distributes,11,1183,7.08,11,3,3,VB
distributing,12,3855,8.26,12,4,3,VB|NN
distribution,12,41272,10.63,11,4,3,NN
distributions,13,2906,7.97,12,4,4,NN
distributive,12,140,4.94,12,4,3,JJ
distributor,11,7604,8.94,11,4,3,NN
distributors,12,7001,8.85,12,4,4,NN
distributor's,13,71,4.26,12,4,NULL,NULL
distributorship,15,169,5.13,14,5,4,NN
district,8,19101,9.86,8,2,1,NN|JJ
districts,9,2597,7.86,9,2,2,NN
distrust,8,1099,7,8,2,2,NN|VB
distrusted,10,64,4.16,10,3,3,VB
distrustful,11,83,4.42,10,3,3,JJ
disturb,7,1394,7.24,6,2,2,VB
disturbances,12,840,6.73,11,4,4,NN
disturbed,9,2530,7.84,7,2,3,VB|JJ
disturber,9,14,2.64,7,3,3,NN
disturbance,11,1754,7.47,9,3,3,NN
disturbing,10,3829,8.25,8,3,3,JJ|VB
disunited,9,36,3.58,10,4,4,VB|JJ
disuse,6,127,4.84,6,2,2,NN
ditch,5,1735,7.46,3,1,1,NN|VB
ditches,7,269,5.59,5,2,2,NN|VB
dither,6,369,5.91,4,2,1,NN|VB
ditties,7,75,4.32,5,2,2,NN
